""	"x"
"6328"	"B"
"6329"	"F"
"6330"	"C"
"6331"	"B"
"6332"	"E"
"6333"	"A"
"6334"	"F"
"6335"	"A"
"6336"	"C"
"6337"	"B"
"6338"	"C"
"6339"	"B"
"6340"	"D"
"6341"	"A"
"6342"	"B"
"6343"	"C"
"6344"	"D"
"6345"	"E"
"6346"	"A"
"6347"	"B"
"6348"	"D"
"6349"	"B"
"6350"	"E"
"6351"	"D"
"6352"	"A"
"6353"	"D"
"6354"	"A"
"6355"	"B"
"6356"	"B"
"6357"	"F"
"6358"	"A"
"6359"	"C"
"6360"	"B"
"6361"	"B"
"6362"	"B"
"6363"	"B"
"6364"	"D"
"6365"	"D"
"6366"	"D"
"6367"	"C"
"6368"	"A"
"6369"	"D"
"6370"	"D"
"6371"	"B"
"6372"	"C"
"6373"	"A"
"6374"	"B"
"6375"	"F"
"6376"	"D"
"6377"	"F"
"6378"	"B"
"6379"	"D"
"6380"	"C"
"6381"	"A"
"6382"	"F"
"6383"	"D"
"6384"	"B"
"6385"	"A"
"6386"	"A"
"6387"	"B"
"6388"	"E"
"6389"	"A"
"6390"	"A"
"6391"	"C"
"6392"	"F"
"6393"	"F"
"6394"	"F"
"6395"	"B"
"6396"	"F"
"6397"	"B"
"6398"	"B"
"6399"	"B"
"6400"	"A"
"6401"	"B"
"6402"	"A"
"6403"	"B"
"6404"	"A"
"6405"	"D"
"6406"	"F"
"6407"	"F"
"6408"	"D"
"6409"	"B"
"6410"	"E"
"6411"	"A"
"6412"	"E"
"6413"	"E"
"6414"	"D"
"6415"	"B"
"6416"	"E"
"6417"	"B"
"6418"	"E"
"6419"	"B"
"6420"	"B"
"6421"	"B"
"6422"	"B"
"6423"	"A"
"6424"	"B"
"6425"	"A"
"6426"	"D"
"6427"	"D"
"6428"	"C"
"6429"	"C"
"6430"	"B"
"6431"	"F"
"6432"	"C"
"6433"	"D"
"6434"	"B"
"6435"	"C"
"6436"	"D"
"6437"	"B"
"6438"	"B"
"6439"	"A"
"6440"	"E"
"6441"	"A"
"6442"	"E"
"6443"	"B"
"6444"	"B"
"6445"	"D"
"6446"	"C"
"6447"	"B"
"6448"	"B"
"6449"	"A"
"6450"	"C"
"6451"	"C"
"6452"	"B"
"6453"	"A"
"6454"	"B"
"6455"	"D"
"6456"	"B"
"6457"	"B"
"6458"	"D"
"6459"	"A"
"6460"	"B"
"6461"	"A"
"6462"	"A"
"6463"	"B"
"6464"	"B"
"6465"	"F"
"6466"	"B"
"6467"	"E"
"6468"	"B"
"6469"	"A"
"6470"	"B"
"6471"	"A"
"6472"	"E"
"6473"	"B"
"6474"	"A"
"6475"	"F"
"6476"	"B"
"6477"	"C"
"6478"	"B"
"6479"	"B"
"6480"	"E"
"6481"	"A"
"6482"	"E"
"6483"	"A"
"6484"	"D"
"6485"	"F"
"6486"	"A"
"6487"	"D"
"6488"	"B"
"6489"	"C"
"6490"	"C"
"6491"	"E"
"6492"	"D"
"6493"	"A"
"6494"	"B"
"6495"	"B"
"6496"	"F"
"6497"	"E"
"6498"	"B"
"6499"	"D"
"6500"	"A"
"6501"	"B"
"6502"	"E"
"6503"	"A"
"6504"	"B"
"6505"	"A"
"6506"	"C"
"6507"	"B"
"6508"	"B"
"6509"	"C"
"6510"	"F"
"6511"	"B"
"6512"	"B"
"6513"	"E"
"6514"	"C"
"6515"	"E"
"6516"	"B"
"6517"	"E"
"6518"	"C"
"6519"	"A"
"6520"	"B"
"6521"	"F"
"6522"	"B"
"6523"	"C"
"6524"	"C"
"6525"	"C"
"6526"	"F"
"6527"	"B"
"6528"	"D"
"6529"	"C"
"6530"	"A"
"6531"	"B"
"6532"	"B"
"6533"	"D"
"6534"	"B"
"6535"	"B"
"6536"	"B"
"6537"	"F"
"6538"	"F"
"6539"	"B"
"6540"	"B"
"6541"	"A"
"6542"	"A"
"6543"	"A"
"6544"	"E"
"6545"	"E"
"6546"	"F"
"6547"	"F"
"6548"	"D"
"6549"	"C"
"6550"	"B"
"6551"	"B"
"6552"	"B"
"6553"	"E"
"6554"	"B"
"6555"	"B"
"6556"	"E"
"6557"	"A"
"6558"	"B"
"6559"	"B"
"6560"	"F"
"6561"	"A"
"6562"	"C"
"6563"	"A"
"6564"	"B"
"6565"	"B"
"6566"	"F"
"6567"	"A"
"6568"	"F"
"6569"	"C"
"6570"	"D"
"6571"	"B"
"6572"	"A"
"6573"	"E"
"6574"	"E"
"6575"	"D"
"6576"	"F"
"6577"	"B"
"6578"	"A"
"6579"	"A"
"6580"	"B"
"6581"	"E"
"6582"	"B"
"6583"	"F"
"6584"	"B"
"6585"	"D"
"6586"	"A"
"6587"	"C"
"6588"	"B"
"6589"	"F"
"6590"	"E"
"6591"	"A"
"6592"	"F"
"6593"	"C"
"6594"	"B"
"6595"	"F"
"6596"	"B"
"6597"	"B"
"6598"	"F"
"6599"	"A"
"6600"	"A"
"6601"	"D"
"6602"	"C"
"6603"	"B"
"6604"	"B"
"6605"	"A"
"6606"	"B"
"6607"	"D"
"6608"	"B"
"6609"	"B"
"6610"	"F"
"6611"	"B"
"6612"	"E"
"6613"	"B"
"6614"	"A"
"6615"	"D"
"6616"	"F"
"6617"	"D"
"6618"	"E"
"6619"	"A"
"6620"	"A"
"6621"	"A"
"6622"	"E"
"6623"	"B"
"6624"	"A"
"6625"	"F"
"6626"	"C"
"6627"	"B"
"6628"	"D"
"6629"	"D"
"6630"	"B"
"6631"	"D"
"6632"	"A"
"6633"	"C"
"6634"	"F"
"6635"	"B"
"6636"	"F"
"6637"	"F"
"6638"	"E"
"6639"	"B"
"6640"	"B"
"6641"	"B"
"6642"	"B"
"6643"	"A"
"6644"	"C"
"6645"	"F"
"6646"	"A"
"6647"	"C"
"6648"	"A"
"6649"	"F"
"6650"	"A"
"6651"	"A"
"6652"	"B"
"6653"	"E"
"6654"	"B"
"6655"	"B"
"6656"	"D"
"6657"	"A"
"6658"	"A"
"6659"	"C"
"6660"	"A"
"6661"	"D"
"6662"	"B"
"6663"	"B"
"6664"	"B"
"6665"	"B"
"6666"	"C"
"6667"	"B"
"6668"	"F"
"6669"	"A"
"6670"	"B"
"6671"	"C"
"6672"	"C"
"6673"	"A"
"6674"	"A"
"6675"	"B"
"6676"	"B"
"6677"	"C"
"6678"	"A"
"6679"	"F"
"6680"	"A"
"6681"	"E"
"6682"	"A"
"6683"	"B"
"6684"	"A"
"6685"	"A"
"6686"	"A"
"6687"	"B"
"6688"	"A"
"6689"	"C"
"6690"	"A"
"6691"	"B"
"6692"	"E"
"6693"	"B"
"6694"	"D"
"6695"	"A"
"6696"	"B"
"6697"	"B"
"6698"	"B"
"6699"	"B"
"6700"	"B"
"6701"	"C"
"6702"	"B"
"6703"	"A"
"6704"	"C"
"6705"	"F"
"6706"	"A"
"6707"	"C"
"6708"	"F"
"6709"	"F"
"6710"	"A"
"6711"	"A"
"6712"	"A"
"6713"	"A"
"6714"	"F"
"6715"	"A"
"6716"	"E"
"6717"	"F"
"6718"	"E"
"6719"	"B"
"6720"	"E"
"6721"	"F"
"6722"	"B"
"6723"	"B"
"6724"	"A"
"6725"	"F"
"6726"	"B"
"6727"	"F"
"6728"	"B"
"6729"	"B"
"6730"	"D"
"6731"	"B"
"6732"	"A"
"6733"	"B"
"6734"	"C"
"6735"	"F"
"6736"	"F"
"6737"	"B"
"6738"	"D"
"6739"	"B"
"6740"	"A"
"6741"	"B"
"6742"	"A"
"6743"	"D"
"6744"	"B"
"6745"	"C"
"6746"	"D"
"6747"	"A"
"6748"	"B"
"6749"	"A"
"6750"	"E"
"6751"	"F"
"6752"	"F"
"6753"	"D"
"6754"	"A"
"6755"	"F"
"6756"	"B"
"6757"	"C"
"6758"	"F"
"6759"	"A"
"6760"	"A"
"6761"	"E"
"6762"	"A"
"6763"	"B"
"6764"	"E"
"6765"	"F"
"6766"	"D"
"6767"	"A"
"6768"	"E"
"6769"	"A"
"6770"	"D"
"6771"	"B"
"6772"	"A"
"6773"	"E"
"6774"	"E"
"6775"	"B"
"6776"	"D"
"6777"	"A"
"6778"	"C"
"6779"	"E"
"6780"	"B"
"6781"	"B"
"6782"	"D"
"6783"	"B"
"6784"	"E"
"6785"	"D"
"6786"	"B"
"6787"	"B"
"6788"	"B"
"6789"	"B"
"6790"	"E"
"6791"	"B"
"6792"	"C"
"6793"	"B"
"6794"	"F"
"6795"	"C"
"6796"	"A"
"6797"	"B"
"6798"	"D"
"6799"	"A"
"6800"	"E"
"6801"	"C"
"6802"	"D"
"6803"	"B"
"6804"	"A"
"6805"	"A"
"6806"	"B"
"6807"	"F"
"6808"	"F"
"6809"	"F"
"6810"	"E"
"6811"	"A"
"6812"	"B"
"6813"	"E"
"6814"	"B"
"6815"	"B"
"6816"	"B"
"6817"	"B"
"6818"	"A"
"6819"	"B"
"6820"	"B"
"6821"	"D"
"6822"	"F"
"6823"	"F"
"6824"	"D"
"6825"	"F"
"6826"	"A"
"6827"	"F"
"6828"	"C"
"6829"	"F"
"6830"	"B"
"6831"	"C"
"6832"	"D"
"6833"	"C"
"6834"	"B"
"6835"	"B"
"6836"	"E"
"6837"	"A"
"6838"	"A"
"6839"	"E"
"6840"	"A"
"6841"	"B"
"6842"	"B"
"6843"	"B"
"6844"	"A"
"6845"	"C"
"6846"	"B"
"6847"	"F"
"6848"	"B"
"6849"	"F"
"6850"	"C"
"6851"	"A"
"6852"	"B"
"6853"	"A"
"6854"	"F"
"6855"	"C"
"6856"	"A"
"6857"	"B"
"6858"	"A"
"6859"	"B"
"6860"	"E"
"6861"	"C"
"6862"	"F"
"6863"	"A"
"6864"	"C"
"6865"	"B"
"6866"	"C"
"6867"	"C"
"6868"	"B"
"6869"	"D"
"6870"	"B"
"6871"	"F"
"6872"	"B"
"6873"	"F"
"6874"	"C"
"6875"	"F"
"6876"	"D"
"6877"	"F"
"6878"	"D"
"6879"	"E"
"6880"	"F"
"6881"	"B"
"6882"	"A"
"6883"	"B"
"6884"	"B"
"6885"	"C"
"6886"	"F"
"6887"	"F"
"6888"	"B"
"6889"	"C"
"6890"	"F"
"6891"	"E"
"6892"	"B"
"6893"	"D"
"6894"	"B"
"6895"	"F"
"6896"	"A"
"6897"	"B"
"6898"	"B"
"6899"	"A"
"6900"	"B"
"6901"	"F"
"6902"	"A"
"6903"	"B"
"6904"	"F"
"6905"	"E"
"6906"	"F"
"6907"	"F"
"6908"	"E"
"6909"	"B"
"6910"	"F"
"6911"	"A"
"6912"	"B"
"6913"	"F"
"6914"	"D"
"6915"	"E"
"6916"	"C"
"6917"	"B"
"6918"	"C"
"6919"	"B"
"6920"	"B"
"6921"	"C"
"6922"	"B"
"6923"	"A"
"6924"	"F"
"6925"	"E"
"6926"	"A"
"6927"	"B"
"6928"	"A"
"6929"	"B"
"6930"	"F"
"6931"	"B"
"6932"	"C"
"6933"	"C"
"6934"	"E"
"6935"	"D"
"6936"	"A"
"6937"	"D"
"6938"	"C"
"6939"	"E"
"6940"	"C"
"6941"	"D"
"6942"	"C"
"6943"	"B"
"6944"	"E"
"6945"	"B"
"6946"	"A"
"6947"	"E"
"6948"	"B"
"6949"	"C"
"6950"	"F"
"6951"	"A"
"6952"	"A"
"6953"	"E"
"6954"	"C"
"6955"	"B"
"6956"	"B"
"6957"	"B"
"6958"	"B"
"6959"	"F"
"6960"	"B"
"6961"	"F"
"6962"	"F"
"6963"	"E"
"6964"	"B"
"6965"	"B"
"6966"	"F"
"6967"	"E"
"6968"	"F"
"6969"	"F"
"6970"	"F"
"6971"	"B"
"6972"	"B"
"6973"	"F"
"6974"	"B"
"6975"	"B"
"6976"	"B"
"6977"	"A"
"6978"	"D"
"6979"	"B"
"6980"	"A"
"6981"	"B"
"6982"	"B"
"6983"	"D"
"6984"	"C"
"6985"	"A"
"6986"	"A"
"6987"	"B"
"6988"	"D"
"6989"	"A"
"6990"	"C"
"6991"	"B"
"6992"	"B"
"6993"	"D"
"6994"	"B"
"6995"	"B"
"6996"	"F"
"6997"	"B"
"6998"	"A"
"6999"	"C"
"7000"	"A"
"7001"	"B"
"7002"	"A"
"7003"	"B"
"7004"	"A"
"7005"	"B"
"7006"	"C"
"7007"	"A"
"7008"	"B"
"7009"	"B"
"7010"	"F"
"7011"	"F"
"7012"	"D"
"7013"	"B"
"7014"	"A"
"7015"	"E"
"7016"	"A"
"7017"	"A"
"7018"	"E"
"7019"	"B"
"7020"	"C"
"7021"	"F"
"7022"	"B"
"7023"	"D"
"7024"	"F"
"7025"	"D"
"7026"	"C"
"7027"	"A"
"7028"	"E"
"7029"	"B"
"7030"	"E"
"7031"	"B"
"7032"	"B"
"7033"	"A"
"7034"	"B"
"7035"	"A"
"7036"	"B"
"7037"	"F"
"7038"	"D"
"7039"	"B"
"7040"	"B"
"7041"	"C"
"7042"	"F"
"7043"	"D"
"7044"	"D"
"7045"	"A"
"7046"	"A"
"7047"	"E"
"7048"	"E"
"7049"	"F"
"7050"	"F"
"7051"	"B"
"7052"	"A"
"7053"	"A"
"7054"	"B"
"7055"	"B"
"7056"	"A"
"7057"	"A"
"7058"	"B"
"7059"	"F"
"7060"	"B"
"7061"	"B"
"7062"	"A"
"7063"	"A"
"7064"	"D"
"7065"	"D"
"7066"	"B"
"7067"	"B"
"7068"	"C"
"7069"	"A"
"7070"	"C"
"7071"	"D"
"7072"	"F"
"7073"	"F"
"7074"	"E"
"7075"	"E"
"7076"	"F"
"7077"	"B"
"7078"	"B"
"7079"	"A"
"7080"	"B"
"7081"	"B"
"7082"	"C"
"7083"	"A"
"7084"	"D"
"7085"	"B"
"7086"	"C"
"7087"	"E"
"7088"	"B"
"7089"	"B"
"7090"	"A"
"7091"	"C"
"7092"	"B"
"7093"	"B"
"7094"	"F"
"7095"	"C"
"7096"	"D"
"7097"	"B"
"7098"	"A"
"7099"	"B"
"7100"	"B"
"7101"	"D"
"7102"	"F"
"7103"	"B"
"7104"	"C"
"7105"	"A"
"7106"	"E"
"7107"	"B"
"7108"	"B"
"7109"	"B"
"7110"	"A"
"7111"	"A"
"7112"	"F"
"7113"	"B"
"7114"	"F"
"7115"	"D"
"7116"	"B"
"7117"	"B"
"7118"	"B"
"7119"	"A"
"7120"	"C"
"7121"	"B"
"7122"	"B"
"7123"	"F"
"7124"	"B"
"7125"	"C"
"7126"	"B"
"7127"	"A"
"7128"	"F"
"7129"	"A"
"7130"	"F"
"7131"	"B"
"7132"	"A"
"7133"	"B"
"7134"	"A"
"7135"	"B"
"7136"	"D"
"7137"	"C"
"7138"	"E"
"7139"	"A"
"7140"	"F"
"7141"	"C"
"7142"	"B"
"7143"	"C"
"7144"	"A"
"7145"	"F"
"7146"	"E"
"7147"	"B"
"7148"	"E"
"7149"	"A"
"7150"	"A"
"7151"	"E"
"7152"	"A"
"7153"	"A"
"7154"	"D"
"7155"	"B"
"7156"	"B"
"7157"	"C"
"7158"	"A"
"7159"	"A"
"7160"	"D"
"7161"	"A"
"7162"	"C"
"7163"	"E"
"7164"	"B"
"7165"	"C"
"7166"	"E"
"7167"	"E"
"7168"	"F"
"7169"	"F"
"7170"	"A"
"7171"	"E"
"7172"	"F"
"7173"	"A"
"7174"	"B"
"7175"	"B"
"7176"	"F"
"7177"	"C"
"7178"	"B"
"7179"	"C"
"7180"	"B"
"7181"	"B"
"7182"	"B"
"7183"	"D"
"7184"	"D"
"7185"	"A"
"7186"	"C"
"7187"	"A"
"7188"	"B"
"7189"	"B"
"7190"	"C"
"7191"	"B"
"7192"	"A"
"7193"	"E"
"7194"	"B"
"7195"	"E"
"7196"	"B"
"7197"	"E"
"7198"	"B"
"7199"	"C"
"7200"	"A"
"7201"	"B"
"7202"	"E"
"7203"	"F"
"7204"	"A"
"7205"	"A"
"7206"	"A"
"7207"	"F"
"7208"	"F"
"7209"	"C"
"7210"	"B"
"7211"	"E"
"7212"	"B"
"7213"	"F"
"7214"	"E"
"7215"	"F"
"7216"	"C"
"7217"	"C"
"7218"	"A"
"7219"	"C"
"7220"	"E"
"7221"	"B"
"7222"	"B"
"7223"	"A"
"7224"	"B"
"7225"	"B"
"7226"	"B"
"7227"	"E"
"7228"	"B"
"7229"	"B"
"7230"	"E"
"7231"	"F"
"7232"	"A"
"7233"	"A"
"7234"	"F"
"7235"	"E"
"7236"	"A"
"7237"	"B"
"7238"	"F"
"7239"	"B"
"7240"	"A"
"7241"	"F"
"7242"	"C"
"7243"	"E"
"7244"	"F"
"7245"	"B"
"7246"	"E"
"7247"	"A"
"7248"	"D"
"7249"	"E"
"7250"	"B"
"7251"	"A"
"7252"	"B"
"7253"	"D"
"7254"	"F"
"7255"	"C"
"7256"	"E"
"7257"	"D"
"7258"	"D"
"7259"	"F"
"7260"	"B"
"7261"	"B"
"7262"	"F"
"7263"	"B"
"7264"	"E"
"7265"	"E"
"7266"	"B"
"7267"	"A"
"7268"	"F"
"7269"	"A"
"7270"	"B"
"7271"	"E"
"7272"	"B"
"7273"	"D"
"7274"	"B"
"7275"	"B"
"7276"	"C"
"7277"	"C"
"7278"	"F"
"7279"	"E"
"7280"	"E"
"7281"	"B"
"7282"	"A"
"7283"	"B"
"7284"	"F"
"7285"	"E"
"7286"	"F"
"7287"	"D"
"7288"	"D"
"7289"	"B"
"7290"	"F"
"7291"	"A"
"7292"	"A"
"7293"	"D"
"7294"	"B"
"7295"	"B"
"7296"	"B"
"7297"	"F"
"7298"	"A"
"7299"	"C"
"7300"	"B"
"7301"	"C"
"7302"	"B"
"7303"	"F"
"7304"	"F"
"7305"	"C"
"7306"	"B"
"7307"	"B"
"7308"	"B"
"7309"	"B"
"7310"	"B"
"7311"	"F"
"7312"	"B"
"7313"	"B"
"7314"	"A"
"7315"	"E"
"7316"	"B"
"7317"	"C"
"7318"	"A"
"7319"	"E"
"7320"	"A"
"7321"	"B"
"7322"	"B"
"7323"	"B"
"7324"	"D"
"7325"	"C"
"7326"	"C"
"7327"	"B"
"7328"	"A"
"7329"	"B"
"7330"	"F"
"7331"	"E"
"7332"	"B"
"7333"	"B"
"7334"	"A"
"7335"	"A"
"7336"	"B"
"7337"	"E"
"7338"	"B"
"7339"	"B"
"7340"	"B"
"7341"	"C"
"7342"	"E"
"7343"	"F"
"7344"	"B"
"7345"	"B"
"7346"	"B"
"7347"	"A"
"7348"	"A"
"7349"	"F"
"7350"	"B"
"7351"	"F"
"7352"	"E"
"7353"	"A"
"7354"	"B"
"7355"	"D"
"7356"	"B"
"7357"	"B"
"7358"	"B"
"7359"	"E"
"7360"	"B"
"7361"	"D"
"7362"	"F"
"7363"	"A"
"7364"	"B"
"7365"	"B"
"7366"	"A"
"7367"	"B"
"7368"	"C"
"7369"	"E"
"7370"	"A"
"7371"	"D"
"7372"	"D"
"7373"	"C"
"7374"	"A"
"7375"	"F"
"7376"	"E"
"7377"	"D"
"7378"	"B"
"7379"	"A"
"7380"	"B"
"7381"	"A"
"7382"	"A"
"7383"	"F"
"7384"	"F"
"7385"	"C"
"7386"	"E"
"7387"	"B"
"7388"	"F"
"7389"	"A"
"7390"	"A"
"7391"	"B"
"7392"	"E"
"7393"	"B"
"7394"	"F"
"7395"	"E"
"7396"	"C"
"7397"	"E"
"7398"	"B"
"7399"	"F"
"7400"	"F"
"7401"	"B"
"7402"	"A"
"7403"	"A"
"7404"	"B"
"7405"	"D"
"7406"	"C"
"7407"	"F"
"7408"	"E"
"7409"	"C"
"7410"	"F"
"7411"	"E"
"7412"	"A"
"7413"	"A"
"7414"	"F"
"7415"	"B"
"7416"	"B"
"7417"	"F"
"7418"	"D"
"7419"	"E"
"7420"	"B"
"7421"	"E"
"7422"	"B"
"7423"	"B"
"7424"	"D"
"7425"	"A"
"7426"	"D"
"7427"	"B"
"7428"	"B"
"7429"	"C"
"7430"	"D"
"7431"	"B"
"7432"	"C"
"7433"	"C"
"7434"	"A"
"7435"	"D"
"7436"	"A"
"7437"	"D"
"7438"	"B"
"7439"	"F"
"7440"	"B"
"7441"	"F"
"7442"	"B"
"7443"	"F"
"7444"	"B"
"7445"	"B"
"7446"	"F"
"7447"	"E"
"7448"	"A"
"7449"	"F"
"7450"	"F"
"7451"	"A"
"7452"	"B"
"7453"	"D"
"7454"	"B"
"7455"	"A"
"7456"	"C"
"7457"	"B"
"7458"	"E"
"7459"	"E"
"7460"	"C"
"7461"	"B"
"7462"	"E"
"7463"	"B"
"7464"	"A"
"7465"	"F"
"7466"	"A"
"7467"	"E"
"7468"	"B"
"7469"	"D"
"7470"	"E"
"7471"	"F"
"7472"	"B"
"7473"	"A"
"7474"	"B"
"7475"	"B"
"7476"	"F"
"7477"	"B"
"7478"	"D"
"7479"	"B"
"7480"	"D"
"7481"	"C"
"7482"	"D"
"7483"	"B"
"7484"	"F"
"7485"	"F"
"7486"	"B"
"7487"	"E"
"7488"	"F"
"7489"	"B"
"7490"	"B"
"7491"	"B"
"7492"	"B"
"7493"	"F"
"7494"	"A"
"7495"	"D"
"7496"	"A"
"7497"	"B"
"7498"	"B"
"7499"	"A"
"7500"	"C"
"7501"	"A"
"7502"	"A"
"7503"	"B"
"7504"	"C"
"7505"	"A"
"7506"	"F"
"7507"	"B"
"7508"	"B"
"7509"	"B"
"7510"	"E"
"7511"	"F"
"7512"	"E"
"7513"	"B"
"7514"	"A"
"7515"	"A"
"7516"	"B"
"7517"	"A"
"7518"	"E"
"7519"	"E"
"7520"	"C"
"7521"	"A"
"7522"	"E"
"7523"	"A"
"7524"	"C"
"7525"	"A"
"7526"	"B"
"7527"	"F"
"7528"	"A"
"7529"	"C"
"7530"	"D"
"7531"	"F"
"7532"	"B"
"7533"	"B"
"7534"	"A"
"7535"	"B"
"7536"	"F"
"7537"	"F"
"7538"	"C"
"7539"	"B"
"7540"	"A"
"7541"	"C"
"7542"	"B"
"7543"	"F"
"7544"	"B"
"7545"	"A"
"7546"	"F"
"7547"	"B"
"7548"	"C"
"7549"	"C"
"7550"	"B"
"7551"	"B"
"7552"	"B"
"7553"	"E"
"7554"	"E"
"7555"	"F"
"7556"	"B"
"7557"	"E"
"7558"	"D"
"7559"	"A"
"7560"	"E"
"7561"	"E"
"7562"	"E"
"7563"	"F"
"7564"	"A"
"7565"	"A"
"7566"	"B"
"7567"	"A"
"7568"	"F"
"7569"	"F"
"7570"	"A"
"7571"	"A"
"7572"	"C"
"7573"	"B"
"7574"	"A"
"7575"	"F"
"7576"	"B"
"7577"	"D"
"7578"	"D"
"7579"	"E"
"7580"	"A"
"7581"	"C"
"7582"	"E"
"7583"	"B"
"7584"	"B"
"7585"	"B"
"7586"	"B"
"7587"	"F"
"7588"	"A"
"7589"	"C"
"7590"	"F"
"7591"	"F"
"7592"	"B"
"7593"	"C"
"7594"	"D"
"7595"	"B"
"7596"	"F"
"7597"	"F"
"7598"	"D"
"7599"	"B"
"7600"	"B"
"7601"	"A"
"7602"	"B"
"7603"	"B"
"7604"	"B"
"7605"	"A"
"7606"	"E"
"7607"	"F"
"7608"	"B"
"7609"	"A"
"7610"	"C"
"7611"	"A"
"7612"	"C"
"7613"	"E"
"7614"	"F"
"7615"	"F"
"7616"	"E"
"7617"	"D"
"7618"	"F"
"7619"	"A"
"7620"	"C"
"7621"	"B"
"7622"	"B"
"7623"	"C"
"7624"	"B"
"7625"	"B"
"7626"	"F"
"7627"	"A"
"7628"	"A"
"7629"	"D"
"7630"	"E"
"7631"	"A"
"7632"	"A"
"7633"	"A"
"7634"	"B"
"7635"	"F"
"7636"	"B"
"7637"	"B"
"7638"	"B"
"7639"	"F"
"7640"	"B"
"7641"	"B"
"7642"	"E"
"7643"	"B"
"7644"	"F"
"7645"	"D"
"7646"	"E"
"7647"	"B"
"7648"	"C"
"7649"	"B"
"7650"	"C"
"7651"	"A"
"7652"	"B"
"7653"	"A"
"7654"	"F"
"7655"	"B"
"7656"	"B"
"7657"	"C"
"7658"	"B"
"7659"	"B"
"7660"	"E"
"7661"	"F"
"7662"	"B"
"7663"	"E"
"7664"	"A"
"7665"	"E"
"7666"	"B"
"7667"	"B"
"7668"	"B"
"7669"	"A"
"7670"	"B"
"7671"	"A"
"7672"	"A"
"7673"	"A"
"7674"	"D"
"7675"	"E"
"7676"	"B"
"7677"	"A"
"7678"	"A"
"7679"	"B"
"7680"	"C"
"7681"	"A"
"7682"	"E"
"7683"	"E"
"7684"	"B"
"7685"	"F"
"7686"	"F"
"7687"	"E"
"7688"	"D"
"7689"	"D"
"7690"	"E"
"7691"	"B"
"7692"	"B"
"7693"	"B"
"7694"	"A"
"7695"	"C"
"7696"	"A"
"7697"	"D"
"7698"	"E"
"7699"	"A"
"7700"	"E"
"7701"	"B"
"7702"	"B"
"7703"	"A"
"7704"	"B"
"7705"	"F"
"7706"	"F"
"7707"	"A"
"7708"	"D"
"7709"	"B"
"7710"	"B"
"7711"	"B"
"7712"	"E"
"7713"	"A"
"7714"	"B"
"7715"	"E"
"7716"	"C"
"7717"	"A"
"7718"	"B"
"7719"	"B"
"7720"	"C"
"7721"	"B"
"7722"	"B"
"7723"	"F"
"7724"	"A"
"7725"	"B"
"7726"	"A"
"7727"	"B"
"7728"	"A"
"7729"	"B"
"7730"	"A"
"7731"	"B"
"7732"	"B"
"7733"	"B"
"7734"	"E"
"7735"	"A"
"7736"	"B"
"7737"	"A"
"7738"	"D"
"7739"	"A"
"7740"	"F"
"7741"	"F"
"7742"	"B"
"7743"	"B"
"7744"	"B"
"7745"	"F"
"7746"	"F"
"7747"	"C"
"7748"	"C"
"7749"	"B"
"7750"	"D"
"7751"	"A"
"7752"	"B"
"7753"	"D"
"7754"	"A"
"7755"	"A"
"7756"	"F"
"7757"	"C"
"7758"	"A"
"7759"	"B"
"7760"	"E"
"7761"	"B"
"7762"	"F"
"7763"	"B"
"7764"	"B"
"7765"	"F"
"7766"	"B"
"7767"	"E"
"7768"	"B"
"7769"	"E"
"7770"	"B"
"7771"	"C"
"7772"	"A"
"7773"	"F"
"7774"	"F"
"7775"	"B"
"7776"	"C"
"7777"	"A"
"7778"	"B"
"7779"	"E"
"7780"	"E"
"7781"	"D"
"7782"	"A"
"7783"	"A"
"7784"	"F"
"7785"	"C"
"7786"	"D"
"7787"	"A"
"7788"	"F"
"7789"	"A"
"7790"	"B"
"7791"	"A"
"7792"	"B"
"7793"	"B"
"7794"	"A"
"7795"	"C"
"7796"	"B"
"7797"	"C"
"7798"	"F"
"7799"	"E"
"7800"	"F"
"7801"	"A"
"7802"	"B"
"7803"	"A"
"7804"	"A"
"7805"	"A"
"7806"	"F"
"7807"	"D"
"7808"	"F"
"7809"	"A"
"7810"	"A"
"7811"	"C"
"7812"	"F"
"7813"	"C"
"7814"	"D"
"7815"	"F"
"7816"	"F"
"7817"	"B"
"7818"	"D"
"7819"	"D"
"7820"	"D"
"7821"	"A"
"7822"	"E"
"7823"	"B"
"7824"	"B"
"7825"	"E"
"7826"	"A"
"7827"	"B"
"7828"	"F"
"7829"	"B"
"7830"	"B"
"7831"	"B"
"7832"	"D"
"7833"	"A"
"7834"	"D"
"7835"	"C"
"7836"	"C"
"7837"	"B"
"7838"	"B"
"7839"	"B"
"7840"	"E"
"7841"	"A"
"7842"	"C"
"7843"	"B"
"7844"	"F"
"7845"	"C"
"7846"	"B"
"7847"	"E"
"7848"	"A"
"7849"	"B"
"7850"	"F"
"7851"	"A"
"7852"	"B"
"7853"	"C"
"7854"	"F"
"7855"	"D"
"7856"	"F"
"7857"	"B"
"7858"	"C"
"7859"	"B"
"7860"	"F"
"7861"	"F"
"7862"	"F"
"7863"	"B"
"7864"	"F"
"7865"	"D"
"7866"	"F"
"7867"	"A"
"7868"	"C"
"7869"	"B"
"7870"	"A"
"7871"	"E"
"7872"	"B"
"7873"	"B"
"7874"	"C"
"7875"	"A"
"7876"	"B"
"7877"	"B"
"7878"	"A"
"7879"	"C"
"7880"	"A"
"7881"	"B"
